taskId,requiredCycles,serverId,edgeUtilization,wanBW,predictedDelay,actualDelay
63,6035.0,2,1.2857142857142858,20.2187236328125,0.0,0.6655803764605075
64,8716.0,3,1.2678571428571428,11.7421455078125,0.0,1.2798948933512193
65,19328.0,3,1.3392857142857142,20.2187236328125,0.0,2.6384516269322837
66,1116.0,7,1.3928571428571428,20.2187236328125,0.0,0.11159999999999926
67,2710.0,3,1.3928571428571428,20.2187236328125,0.0,0.2709095127529437
68,2822.0,5,1.5178571428571428,20.2187236328125,0.0,0.2821152628065171
69,550.0,12,1.5178571428571428,20.2187236328125,0.0,0.06693083712004899
70,19081.0,1,1.5178571428571428,11.7421455078125,0.0,1.9080123249019874
71,37461.0,14,1.5714285714285714,20.2187236328125,0.0,0.37460581433284723
72,32575.0,14,1.6785714285714286,20.2187236328125,0.0,0.3257438318066299
73,38237.0,12,1.6785714285714286,20.2187236328125,0.0,3.8350243993628492
74,38808.0,2,1.6071428571428572,20.2187236328125,0.0,3.8764133933114913
75,8072.0,2,1.6607142857142858,20.2187236328125,0.0,0.8071013195472574
76,5454.0,3,1.5535714285714286,11.7421455078125,0.0,0.7247082694543003
77,2037.0,7,1.5,20.2187236328125,0.0,0.20361925999750063
78,8951.0,7,1.5,20.2187236328125,0.0,0.8894521593898226
79,5832.0,3,1.5,20.2187236328125,0.0,0.7511757483428987
80,3248.0,3,1.5,11.7421455078125,0.0,0.5060663406710049
81,9127.0,7,1.6607142857142858,20.2187236328125,0.0,0.9126999999999992
82,765.0,7,1.6964285714285714,20.2187236328125,0.0,0.0764803257635549
83,6061.0,2,1.8035714285714286,20.2187236328125,0.0,0.6060999999999996
84,272.0,12,1.8571428571428572,20.2187236328125,0.0,0.027200000000000557
85,2061.0,2,1.8571428571428572,20.2187236328125,0.0,0.2060575419219326
86,1912.0,5,1.9464285714285714,20.2187236328125,0.0,0.19120000000000026
87,59.0,5,1.9464285714285714,20.2187236328125,0.0,0.0738631275116628
88,11426.0,7,1.9464285714285714,20.2187236328125,0.0,1.1425017887356077
89,7368.0,5,1.9285714285714286,20.2187236328125,0.0,0.7346297561596842
90,1206.0,14,1.8214285714285714,20.2187236328125,0.0,0.01205999999999996
91,6795.0,12,1.9285714285714286,20.2187236328125,0.0,0.6794223922272344
92,1351.0,1,1.9285714285714286,20.2187236328125,0.0,0.13503206271181334
93,846.0,7,2.017857142857143,20.2187236328125,0.0,0.08460000000000001
94,2377.0,12,1.9642857142857142,20.2187236328125,0.0,0.23764458747242223
95,2552.0,3,1.9642857142857142,11.7421455078125,0.0,0.25514551868080027
96,8439.0,1,1.9464285714285714,20.2187236328125,0.0,0.8438109978820094
97,865.0,7,1.9464285714285714,20.2187236328125,0.0,0.08646268247517952
98,12152.0,3,1.9107142857142858,11.7421455078125,0.0,1.215111597545242
